date,ticker,Gross Profit,Cost Of Revenue,Total Revenue
2020-12-31,004990,2492045368610.0,6594603860950.0,9086649229560.0
2022-12-31,00499K,4150206662370.0,9961645646800.0,14111852309170.0
2021-12-31,00499K,2627818346010.0,7297045668180.0,9924864014190.0
2020-12-31,00499K,2492045368610.0,6594603860950.0,9086649229560.0
2023-12-31,005300,1235334845490.0,1989345636310.0,3224680481800.0
2022-12-31,005300,1147969098260.0,1693777951600.0,2841747049860.0
2021-12-31,005300,1045814045490.0,1460279224710.0,2506093270200.0
2020-12-31,005300,908450841740.0,1349522459200.0,2257973300940.0
2023-12-31,005305,1235334845490.0,1989345636310.0,3224680481800.0
2022-12-31,005305,1147969098260.0,1693777951600.0,2841747049860.0
2021-12-31,005305,1045814045490.0,1460279224710.0,2506093270200.0
2020-12-31,005305,908450841740.0,1349522459200.0,2257973300940.0
2022-12-31,027740,18325398320.0,302225882670.0,320551280990.0
2021-12-31,027740,10915637780.0,241811368970.0,252727006750.0
